year,spectra_area,driver_area,decade,ISD Exponent,metric,value
1998,Georges Bank,Georges Bank,1990,-0.959997244,zp_small,0.788800876
1998,Georges Bank,Georges Bank,1990,-0.959997244,zp_large,-0.039170971
1998,Gulf of Maine,Gulf of Maine,1990,-1.004753443,SST,-0.340986795
1998,Gulf of Maine,Gulf of Maine,1990,-1.004753443,Commercial Landings,110951265
1998,Gulf of Maine,Gulf of Maine,1990,-1.004753443,Spectra Slope,-0.964547335
1998,Gulf of Maine,Gulf of Maine,1990,-1.004753443,GSI,-0.253777622
1998,Gulf of Maine,Gulf of Maine,1990,-1.004753443,zp_small,0.410201833
1998,Gulf of Maine,Gulf of Maine,1990,-1.004753443,zp_large,-0.231995185
1998,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.117764314,SST,-0.073910283
1998,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.117764314,Commercial Landings,630697504
1998,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.117764314,Spectra Slope,-1.121671077
1998,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.117764314,GSI,-0.253777622
1998,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.117764314,zp_small,0.670047923
1998,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-1.117764314,zp_large,0.460525334
1998,Southern New England,Southern New England,1990,-1.014628248,SST,-0.321145128
1998,Southern New England,Southern New England,1990,-1.014628248,Commercial Landings,129046147
1998,Southern New England,Southern New England,1990,-1.014628248,Spectra Slope,-1.039152341
1998,Southern New England,Southern New England,1990,-1.014628248,GSI,-0.253777622
1998,Southern New England,Southern New England,1990,-1.014628248,zp_small,0.670047923
1998,Southern New England,Southern New England,1990,-1.014628248,zp_large,0.460525334
1999,Georges Bank,Georges Bank,1990,-0.969953409,SST,0.901059018
1999,Georges Bank,Georges Bank,1990,-0.969953409,Commercial Landings,76491774
1999,Georges Bank,Georges Bank,1990,-0.969953409,Spectra Slope,-0.859474534
1999,Georges Bank,Georges Bank,1990,-0.969953409,GSI,1.122426497
1999,Georges Bank,Georges Bank,1990,-0.969953409,zp_small,0.250980612
1999,Georges Bank,Georges Bank,1990,-0.969953409,zp_large,-0.406943127
1999,Gulf of Maine,Gulf of Maine,1990,-0.978319586,SST,0.605741282
1999,Gulf of Maine,Gulf of Maine,1990,-0.978319586,Commercial Landings,62178708
1999,Gulf of Maine,Gulf of Maine,1990,-0.978319586,Spectra Slope,-0.92738167
1999,Gulf of Maine,Gulf of Maine,1990,-0.978319586,GSI,1.122426497
1999,Gulf of Maine,Gulf of Maine,1990,-0.978319586,zp_small,0.218622552
1999,Gulf of Maine,Gulf of Maine,1990,-0.978319586,zp_large,0.090829628
1999,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-0.99465109,SST,0.323455608
1999,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-0.99465109,Commercial Landings,488861480
1999,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-0.99465109,Spectra Slope,-1.010969109
1999,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-0.99465109,GSI,1.122426497
1999,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-0.99465109,zp_small,-0.247895376
1999,Mid-Atlantic Bight,Mid-Atlantic Bight,1990,-0.99465109,zp_large,-0.697954213
1999,Southern New England,Southern New England,1990,-1.080339709,SST,0.799769116
1999,Southern New England,Southern New England,1990,-1.080339709,Commercial Landings,99183580
1999,Southern New England,Southern New England,1990,-1.080339709,Spectra Slope,-1.256465926
1999,Southern New England,Southern New England,1990,-1.080339709,GSI,1.122426497
1999,Southern New England,Southern New England,1990,-1.080339709,zp_small,-0.247895376
1999,Southern New England,Southern New England,1990,-1.080339709,zp_large,-0.697954213
2000,Georges Bank,Georges Bank,2000,-0.982776125,SST,0.302464264
2000,Georges Bank,Georges Bank,2000,-0.982776125,Commercial Landings,75285194
2000,Georges Bank,Georges Bank,2000,-0.982776125,Spectra Slope,-0.9332556
2000,Georges Bank,Georges Bank,2000,-0.982776125,GSI,0.81379906
2000,Georges Bank,Georges Bank,2000,-0.982776125,zp_small,0.237820199
2000,Georges Bank,Georges Bank,2000,-0.982776125,zp_large,0.051934177
2000,Gulf of Maine,Gulf of Maine,2000,-0.95677947,SST,0.567653199
2000,Gulf of Maine,Gulf of Maine,2000,-0.95677947,Commercial Landings,51591865
2000,Gulf of Maine,Gulf of Maine,2000,-0.95677947,Spectra Slope,-0.915775482
2000,Gulf of Maine,Gulf of Maine,2000,-0.95677947,GSI,0.81379906
2000,Gulf of Maine,Gulf of Maine,2000,-0.95677947,zp_small,0.295048718
2000,Gulf of Maine,Gulf of Maine,2000,-0.95677947,zp_large,-0.064111362
2000,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.060406591,SST,0.405642509
2000,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.060406591,Commercial Landings,451807713
2000,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.060406591,Spectra Slope,-1.082385365
2000,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.060406591,GSI,0.81379906
2000,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.060406591,zp_small,-0.124488841
2000,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.060406591,zp_large,-0.645868295
2000,Southern New England,Southern New England,2000,-1.085366415,SST,0.136366546
2000,Southern New England,Southern New England,2000,-1.085366415,Commercial Landings,101689311
2000,Southern New England,Southern New England,2000,-1.085366415,Spectra Slope,-1.190862136
2000,Southern New England,Southern New England,2000,-1.085366415,GSI,0.81379906
2000,Southern New England,Southern New England,2000,-1.085366415,zp_small,-0.124488841
2000,Southern New England,Southern New England,2000,-1.085366415,zp_large,-0.645868295
2001,Georges Bank,Georges Bank,2000,-0.937506562,SST,0.405809894
2001,Georges Bank,Georges Bank,2000,-0.937506562,Commercial Landings,87003817
2001,Georges Bank,Georges Bank,2000,-0.937506562,Spectra Slope,-0.820916292
2001,Georges Bank,Georges Bank,2000,-0.937506562,GSI,0.304229918
2001,Georges Bank,Georges Bank,2000,-0.937506562,zp_small,0.392941421
2001,Georges Bank,Georges Bank,2000,-0.937506562,zp_large,0.313799525
2001,Gulf of Maine,Gulf of Maine,2000,-0.917413684,SST,0.127028773
2001,Gulf of Maine,Gulf of Maine,2000,-0.917413684,Commercial Landings,47084145
2001,Gulf of Maine,Gulf of Maine,2000,-0.917413684,Spectra Slope,-0.826107819
2001,Gulf of Maine,Gulf of Maine,2000,-0.917413684,GSI,0.304229918
2001,Gulf of Maine,Gulf of Maine,2000,-0.917413684,zp_small,0.142553176
2001,Gulf of Maine,Gulf of Maine,2000,-0.917413684,zp_large,0.380168573
2001,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.97403829,SST,0.071042734
2001,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.97403829,Commercial Landings,571024204
2001,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.97403829,Spectra Slope,-0.954400395
2001,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.97403829,GSI,0.304229918
2001,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.97403829,zp_small,0.081499468
2001,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.97403829,zp_large,-0.423045499
2001,Southern New England,Southern New England,2000,-1.010971476,SST,0.273770087
2001,Southern New England,Southern New England,2000,-1.010971476,Commercial Landings,105255768
2001,Southern New England,Southern New England,2000,-1.010971476,Spectra Slope,-1.142461512
2001,Southern New England,Southern New England,2000,-1.010971476,GSI,0.304229918
2001,Southern New England,Southern New England,2000,-1.010971476,zp_small,0.081499468
2001,Southern New England,Southern New England,2000,-1.010971476,zp_large,-0.423045499
2002,Georges Bank,Georges Bank,2000,-0.896516985,SST,0.812578122
2002,Georges Bank,Georges Bank,2000,-0.896516985,Commercial Landings,77171856
2002,Georges Bank,Georges Bank,2000,-0.896516985,Spectra Slope,-0.892151167
2002,Georges Bank,Georges Bank,2000,-0.896516985,GSI,1.311463233
2002,Georges Bank,Georges Bank,2000,-0.896516985,zp_small,-0.233223208
2002,Georges Bank,Georges Bank,2000,-0.896516985,zp_large,0.104865913
2002,Gulf of Maine,Gulf of Maine,2000,-0.907940507,SST,0.641734539
2002,Gulf of Maine,Gulf of Maine,2000,-0.907940507,Commercial Landings,46678647
2002,Gulf of Maine,Gulf of Maine,2000,-0.907940507,Spectra Slope,-0.820567724
2002,Gulf of Maine,Gulf of Maine,2000,-0.907940507,GSI,1.311463233
2002,Gulf of Maine,Gulf of Maine,2000,-0.907940507,zp_small,-0.381851037
2002,Gulf of Maine,Gulf of Maine,2000,-0.907940507,zp_large,0.140016296
2002,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.139068622,SST,1.051892882
2002,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.139068622,Commercial Landings,424993105
2002,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.139068622,Spectra Slope,-1.282761066
2002,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.139068622,GSI,1.311463233
2002,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.139068622,zp_small,-0.517635676
2002,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.139068622,zp_large,-0.26480354
2002,Southern New England,Southern New England,2000,-1.034061902,SST,0.785277113
2002,Southern New England,Southern New England,2000,-1.034061902,Commercial Landings,96748587
2002,Southern New England,Southern New England,2000,-1.034061902,Spectra Slope,-1.168682467
2002,Southern New England,Southern New England,2000,-1.034061902,GSI,1.311463233
2002,Southern New England,Southern New England,2000,-1.034061902,zp_small,-0.517635676
2002,Southern New England,Southern New England,2000,-1.034061902,zp_large,-0.26480354
2003,Georges Bank,Georges Bank,2000,-1.088393293,SST,-0.0828856
2003,Georges Bank,Georges Bank,2000,-1.088393293,Commercial Landings,99492870
2003,Georges Bank,Georges Bank,2000,-1.088393293,Spectra Slope,-0.995157026
2003,Georges Bank,Georges Bank,2000,-1.088393293,GSI,0.185326982
2003,Georges Bank,Georges Bank,2000,-1.088393293,zp_small,-0.238111433
2003,Georges Bank,Georges Bank,2000,-1.088393293,zp_large,0.614114004
2003,Gulf of Maine,Gulf of Maine,2000,-0.956023251,SST,-0.199114663
2003,Gulf of Maine,Gulf of Maine,2000,-0.956023251,Commercial Landings,50683689
2003,Gulf of Maine,Gulf of Maine,2000,-0.956023251,Spectra Slope,-0.807113465
2003,Gulf of Maine,Gulf of Maine,2000,-0.956023251,GSI,0.185326982
2003,Gulf of Maine,Gulf of Maine,2000,-0.956023251,zp_small,-0.296291728
2003,Gulf of Maine,Gulf of Maine,2000,-0.956023251,zp_large,0.262964661
2003,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.123589008,SST,-0.551409348
2003,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.123589008,Commercial Landings,431200867
2003,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.123589008,Spectra Slope,-1.307424126
2003,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.123589008,GSI,0.185326982
2003,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.123589008,zp_small,-0.398111055
2003,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.123589008,zp_large,0.449014924
2003,Southern New England,Southern New England,2000,-1.068283156,SST,-0.308457413
2003,Southern New England,Southern New England,2000,-1.068283156,Commercial Landings,110806762
2003,Southern New England,Southern New England,2000,-1.068283156,Spectra Slope,-1.241192627
2003,Southern New England,Southern New England,2000,-1.068283156,GSI,0.185326982
2003,Southern New England,Southern New England,2000,-1.068283156,zp_small,-0.398111055
2003,Southern New England,Southern New England,2000,-1.068283156,zp_large,0.449014924
2004,Georges Bank,Georges Bank,2000,-0.915690947,SST,-0.768690767
2004,Georges Bank,Georges Bank,2000,-0.915690947,Commercial Landings,29790477
2004,Georges Bank,Georges Bank,2000,-0.915690947,Spectra Slope,-0.802356576
2004,Georges Bank,Georges Bank,2000,-0.915690947,GSI,-0.166858637
2004,Georges Bank,Georges Bank,2000,-0.915690947,zp_small,-0.530413471
2004,Georges Bank,Georges Bank,2000,-0.915690947,zp_large,0.836838477
2004,Gulf of Maine,Gulf of Maine,2000,-0.921719157,SST,-0.764823203
2004,Gulf of Maine,Gulf of Maine,2000,-0.921719157,Commercial Landings,16709740
2004,Gulf of Maine,Gulf of Maine,2000,-0.921719157,Spectra Slope,-0.825834823
2004,Gulf of Maine,Gulf of Maine,2000,-0.921719157,GSI,-0.166858637
2004,Gulf of Maine,Gulf of Maine,2000,-0.921719157,zp_small,-0.60662059
2004,Gulf of Maine,Gulf of Maine,2000,-0.921719157,zp_large,0.296235349
2004,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.120635642,SST,-0.113584268
2004,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.120635642,Commercial Landings,453712863
2004,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.120635642,Spectra Slope,-1.269760043
2004,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.120635642,GSI,-0.166858637
2004,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.120635642,zp_small,-0.223912782
2004,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.120635642,zp_large,0.730830305
2004,Southern New England,Southern New England,2000,-1.029814973,SST,-0.520413411
2004,Southern New England,Southern New England,2000,-1.029814973,Commercial Landings,69745470
2004,Southern New England,Southern New England,2000,-1.029814973,Spectra Slope,-1.094518095
2004,Southern New England,Southern New England,2000,-1.029814973,GSI,-0.166858637
2004,Southern New England,Southern New England,2000,-1.029814973,zp_small,-0.223912782
2004,Southern New England,Southern New England,2000,-1.029814973,zp_large,0.730830305
2005,Georges Bank,Georges Bank,2000,-0.873796215,SST,0.127748741
2005,Georges Bank,Georges Bank,2000,-0.873796215,Commercial Landings,15957365
2005,Georges Bank,Georges Bank,2000,-0.873796215,Spectra Slope,-0.893478416
2005,Georges Bank,Georges Bank,2000,-0.873796215,GSI,-0.145682068
2005,Georges Bank,Georges Bank,2000,-0.873796215,zp_small,-0.477561748
2005,Georges Bank,Georges Bank,2000,-0.873796215,zp_large,0.557348026
2005,Gulf of Maine,Gulf of Maine,2000,-0.842591133,SST,-0.337783377
2005,Gulf of Maine,Gulf of Maine,2000,-0.842591133,Commercial Landings,22063270
2005,Gulf of Maine,Gulf of Maine,2000,-0.842591133,Spectra Slope,-0.64481413
2005,Gulf of Maine,Gulf of Maine,2000,-0.842591133,GSI,-0.145682068
2005,Gulf of Maine,Gulf of Maine,2000,-0.842591133,zp_small,-0.556824942
2005,Gulf of Maine,Gulf of Maine,2000,-0.842591133,zp_large,-0.10728863
2005,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.03355799,SST,-0.224816346
2005,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.03355799,Commercial Landings,98702875
2005,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.03355799,Spectra Slope,-0.909112345
2005,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.03355799,GSI,-0.145682068
2005,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.03355799,zp_small,-0.247149978
2005,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.03355799,zp_large,0.813732379
2005,Southern New England,Southern New England,2000,-1.08775121,SST,0.059542272
2005,Southern New England,Southern New England,2000,-1.08775121,Commercial Landings,7975062
2005,Southern New England,Southern New England,2000,-1.08775121,Spectra Slope,-1.161325932
2005,Southern New England,Southern New England,2000,-1.08775121,GSI,-0.145682068
2005,Southern New England,Southern New England,2000,-1.08775121,zp_small,-0.247149978
2005,Southern New England,Southern New England,2000,-1.08775121,zp_large,0.813732379
2006,Georges Bank,Georges Bank,2000,-0.906732808,SST,0.473095727
2006,Georges Bank,Georges Bank,2000,-0.906732808,Commercial Landings,10065656
2006,Georges Bank,Georges Bank,2000,-0.906732808,Spectra Slope,-0.89367751
2006,Georges Bank,Georges Bank,2000,-0.906732808,GSI,-0.058880742
2006,Georges Bank,Georges Bank,2000,-0.906732808,zp_small,-0.251931646
2006,Georges Bank,Georges Bank,2000,-0.906732808,zp_large,0.056702954
2006,Gulf of Maine,Gulf of Maine,2000,-0.841476943,SST,0.48319634
2006,Gulf of Maine,Gulf of Maine,2000,-0.841476943,Commercial Landings,13187691
2006,Gulf of Maine,Gulf of Maine,2000,-0.841476943,Spectra Slope,-0.749724569
2006,Gulf of Maine,Gulf of Maine,2000,-0.841476943,GSI,-0.058880742
2006,Gulf of Maine,Gulf of Maine,2000,-0.841476943,zp_small,-0.472523585
2006,Gulf of Maine,Gulf of Maine,2000,-0.841476943,zp_large,0.03388427
2006,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.938691335,SST,0.354741718
2006,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.938691335,Commercial Landings,417481587
2006,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.938691335,Spectra Slope,-0.997303346
2006,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.938691335,GSI,-0.058880742
2006,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.938691335,zp_small,-0.383821845
2006,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.938691335,zp_large,0.330062299
2006,Southern New England,Southern New England,2000,-1.07234478,SST,0.535964567
2006,Southern New England,Southern New England,2000,-1.07234478,Commercial Landings,21260688
2006,Southern New England,Southern New England,2000,-1.07234478,Spectra Slope,-1.196799005
2006,Southern New England,Southern New England,2000,-1.07234478,GSI,-0.058880742
2006,Southern New England,Southern New England,2000,-1.07234478,zp_small,-0.383821845
2006,Southern New England,Southern New England,2000,-1.07234478,zp_large,0.330062299
2007,Georges Bank,Georges Bank,2000,-0.857293983,SST,-0.510239584
2007,Georges Bank,Georges Bank,2000,-0.857293983,Commercial Landings,5983687
2007,Georges Bank,Georges Bank,2000,-0.857293983,Spectra Slope,-0.827630226
2007,Georges Bank,Georges Bank,2000,-0.857293983,GSI,-0.819239906
2007,Georges Bank,Georges Bank,2000,-0.857293983,zp_small,-0.211713236
2007,Georges Bank,Georges Bank,2000,-0.857293983,zp_large,0.390429186
2007,Gulf of Maine,Gulf of Maine,2000,-0.911918788,SST,0.121334496
2007,Gulf of Maine,Gulf of Maine,2000,-0.911918788,Commercial Landings,4121953
2007,Gulf of Maine,Gulf of Maine,2000,-0.911918788,Spectra Slope,-0.802853119
2007,Gulf of Maine,Gulf of Maine,2000,-0.911918788,GSI,-0.819239906
2007,Gulf of Maine,Gulf of Maine,2000,-0.911918788,zp_small,-0.401733359
2007,Gulf of Maine,Gulf of Maine,2000,-0.911918788,zp_large,0.189116498
2007,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.949426262,SST,0.378070524
2007,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.949426262,Commercial Landings,88625008
2007,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.949426262,Spectra Slope,-1.046147029
2007,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.949426262,GSI,-0.819239906
2007,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.949426262,zp_small,-0.495105283
2007,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-0.949426262,zp_large,-0.05237639
2007,Southern New England,Southern New England,2000,-1.035479835,SST,0.013416949
2007,Southern New England,Southern New England,2000,-1.035479835,Commercial Landings,2444368
2007,Southern New England,Southern New England,2000,-1.035479835,Spectra Slope,-0.986924405
2007,Southern New England,Southern New England,2000,-1.035479835,GSI,-0.819239906
2007,Southern New England,Southern New England,2000,-1.035479835,zp_small,-0.495105283
2007,Southern New England,Southern New England,2000,-1.035479835,zp_large,-0.05237639
2008,Georges Bank,Georges Bank,2000,-0.831987693,SST,-0.029162784
2008,Georges Bank,Georges Bank,2000,-0.831987693,Commercial Landings,2814592
2008,Georges Bank,Georges Bank,2000,-0.831987693,Spectra Slope,-0.673163922
2008,Georges Bank,Georges Bank,2000,-0.831987693,GSI,0.238655196
2008,Georges Bank,Georges Bank,2000,-0.831987693,zp_small,-0.047708193
2008,Georges Bank,Georges Bank,2000,-0.831987693,zp_large,-0.075396039
2008,Gulf of Maine,Gulf of Maine,2000,-0.890716058,SST,0.311575424
2008,Gulf of Maine,Gulf of Maine,2000,-0.890716058,Commercial Landings,2015977
2008,Gulf of Maine,Gulf of Maine,2000,-0.890716058,Spectra Slope,-0.858072199
2008,Gulf of Maine,Gulf of Maine,2000,-0.890716058,GSI,0.238655196
2008,Gulf of Maine,Gulf of Maine,2000,-0.890716058,zp_small,-0.286969787
2008,Gulf of Maine,Gulf of Maine,2000,-0.890716058,zp_large,0.16250238
2008,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.076773051,SST,-0.10300231
2008,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.076773051,Commercial Landings,69211893
2008,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.076773051,Spectra Slope,-1.170367717
2008,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.076773051,GSI,0.238655196
2008,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.076773051,zp_small,0.127178475
2008,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.076773051,zp_large,0.065428482
2008,Southern New England,Southern New England,2000,-1.019519969,SST,0.229539924
2008,Southern New England,Southern New England,2000,-1.019519969,Commercial Landings,20669953
2008,Southern New England,Southern New England,2000,-1.019519969,Spectra Slope,-1.152707072
2008,Southern New England,Southern New England,2000,-1.019519969,GSI,0.238655196
2008,Southern New England,Southern New England,2000,-1.019519969,zp_small,0.127178475
2008,Southern New England,Southern New England,2000,-1.019519969,zp_large,0.065428482
2009,Georges Bank,Georges Bank,2000,-0.923386663,SST,0.074267823
2009,Georges Bank,Georges Bank,2000,-0.923386663,Commercial Landings,2300
2009,Georges Bank,Georges Bank,2000,-0.923386663,Spectra Slope,-0.861291169
2009,Georges Bank,Georges Bank,2000,-0.923386663,GSI,0.702377606
2009,Georges Bank,Georges Bank,2000,-0.923386663,zp_small,-0.197787305
2009,Georges Bank,Georges Bank,2000,-0.923386663,zp_large,0.060291059
2009,Gulf of Maine,Gulf of Maine,2000,-1.001963492,SST,0.23855234
2009,Gulf of Maine,Gulf of Maine,2000,-1.001963492,Commercial Landings,3011286
2009,Gulf of Maine,Gulf of Maine,2000,-1.001963492,Spectra Slope,-0.90770144
2009,Gulf of Maine,Gulf of Maine,2000,-1.001963492,GSI,0.702377606
2009,Gulf of Maine,Gulf of Maine,2000,-1.001963492,zp_small,-0.328575277
2009,Gulf of Maine,Gulf of Maine,2000,-1.001963492,zp_large,0.025897123
2009,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.078621923,SST,-0.071819063
2009,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.078621923,Commercial Landings,70036004
2009,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.078621923,Spectra Slope,-1.059604601
2009,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.078621923,GSI,0.702377606
2009,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.078621923,zp_small,-0.23550492
2009,Mid-Atlantic Bight,Mid-Atlantic Bight,2000,-1.078621923,zp_large,-0.17344109
2009,Southern New England,Southern New England,2000,-1.040309482,SST,0.289017992
2009,Southern New England,Southern New England,2000,-1.040309482,Commercial Landings,4684950
2009,Southern New England,Southern New England,2000,-1.040309482,Spectra Slope,-1.12461748
2009,Southern New England,Southern New England,2000,-1.040309482,GSI,0.702377606
2009,Southern New England,Southern New England,2000,-1.040309482,zp_small,-0.23550492
2009,Southern New England,Southern New England,2000,-1.040309482,zp_large,-0.17344109
2010,Georges Bank,Georges Bank,2010,-0.992772734,SST,0.53172062
2010,Georges Bank,Georges Bank,2010,-0.992772734,Commercial Landings,657494
2010,Georges Bank,Georges Bank,2010,-0.992772734,Spectra Slope,-0.998207701
2010,Georges Bank,Georges Bank,2010,-0.992772734,GSI,0.335385871
2010,Georges Bank,Georges Bank,2010,-0.992772734,zp_small,-0.274659592
2010,Georges Bank,Georges Bank,2010,-0.992772734,zp_large,-0.021295075
2010,Gulf of Maine,Gulf of Maine,2010,-1.015527333,SST,0.984740678
2010,Gulf of Maine,Gulf of Maine,2010,-1.015527333,Commercial Landings,2674587
2010,Gulf of Maine,Gulf of Maine,2010,-1.015527333,Spectra Slope,-0.871931604
2010,Gulf of Maine,Gulf of Maine,2010,-1.015527333,GSI,0.335385871
2010,Gulf of Maine,Gulf of Maine,2010,-1.015527333,zp_small,0.024306932
2010,Gulf of Maine,Gulf of Maine,2010,-1.015527333,zp_large,-0.07595644
2010,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.000344548,SST,-0.011046106
2010,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.000344548,Commercial Landings,60228415
2010,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.000344548,Spectra Slope,-0.966104693
2010,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.000344548,GSI,0.335385871
2010,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.000344548,zp_small,-0.237164878
2010,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.000344548,zp_large,0.032087858
2010,Southern New England,Southern New England,2010,-1.083715745,SST,0.435999094
2010,Southern New England,Southern New England,2010,-1.083715745,Commercial Landings,5619863
2010,Southern New England,Southern New England,2010,-1.083715745,Spectra Slope,-1.119398629
2010,Southern New England,Southern New England,2010,-1.083715745,GSI,0.335385871
2010,Southern New England,Southern New England,2010,-1.083715745,zp_small,-0.237164878
2010,Southern New England,Southern New England,2010,-1.083715745,zp_large,0.032087858
2011,Georges Bank,Georges Bank,2010,-0.976597136,SST,0.54745862
2011,Georges Bank,Georges Bank,2010,-0.976597136,Commercial Landings,NA
2011,Georges Bank,Georges Bank,2010,-0.976597136,Spectra Slope,-0.923174437
2011,Georges Bank,Georges Bank,2010,-0.976597136,GSI,-0.10256391
2011,Georges Bank,Georges Bank,2010,-0.976597136,zp_small,-0.110896318
2011,Georges Bank,Georges Bank,2010,-0.976597136,zp_large,-0.111730246
2011,Gulf of Maine,Gulf of Maine,2010,-0.961241654,SST,0.818875838
2011,Gulf of Maine,Gulf of Maine,2010,-0.961241654,Commercial Landings,3579719
2011,Gulf of Maine,Gulf of Maine,2010,-0.961241654,Spectra Slope,-0.844423294
2011,Gulf of Maine,Gulf of Maine,2010,-0.961241654,GSI,-0.10256391
2011,Gulf of Maine,Gulf of Maine,2010,-0.961241654,zp_small,-0.394179989
2011,Gulf of Maine,Gulf of Maine,2010,-0.961241654,zp_large,-0.086991167
2011,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.039689062,SST,0.467782094
2011,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.039689062,Commercial Landings,60438104
2011,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.039689062,Spectra Slope,-0.947305227
2011,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.039689062,GSI,-0.10256391
2011,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.039689062,zp_small,-0.075924512
2011,Mid-Atlantic Bight,Mid-Atlantic Bight,2010,-1.039689062,zp_large,-0.448148265
2011,Southern New England,Southern New England,2010,-1.083721964,SST,0.610514336
2011,Southern New England,Southern New England,2010,-1.083721964,Commercial Landings,5475353
2011,Southern New England,Southern New England,2010,-1.083721964,Spectra Slope,-1.105291716
2011,Southern New England,Southern New England,2010,-1.083721964,GSI,-0.10256391
2011,Southern New England,Southern New England,2010,-1.083721964,zp_small,-0.075924512
